userid,itemid,rating,age,gender,occupation,zip,movietitle,releasedate
326,8,4,41,M,administrator,15235,Babe (1995),01/01/1995
256,106,4,35,F,none,39042,Diabolique (1996),01/01/1996
385,1159,4,36,M,writer,10003,Stalker (1979),01/01/1979
389,519,4,44,F,writer,83702,"Treasure of the Sierra Madre, The (1948)",01/01/1948
391,318,4,23,M,student,84604,Schindler's List (1993),01/01/1993
504,807,4,40,F,writer,92115,Poetic Justice (1993),01/01/1993
130,235,4,20,M,none,60115,Mars Attacks! (1996),13/12/1996
299,1506,4,29,M,doctor,63108,Nelly & Monsieur Arnaud (1995),12/04/1996
378,7,4,35,M,student,2859,Twelve Monkeys (1995),01/01/1995
276,1301,4,21,M,student,95064,Stripes (1981),01/01/1981
92,674,4,32,M,entertainment,80525,Cat People (1982),01/01/1982
486,287,4,39,M,educator,93101,Marvin's Room (1996),18/12/1996
456,484,4,24,M,technician,31820,"Maltese Falcon, The (1941)",01/01/1941
327,70,4,22,M,student,11101,Four Weddings and a Funeral (1994),01/01/1994
95,168,4,31,M,administrator,10707,Monty Python and the Holy Grail (1974),01/01/1974
95,28,4,31,M,administrator,10707,Apollo 13 (1995),01/01/1995
334,591,4,32,M,librarian,30002,Primal Fear (1996),30/03/1996
452,207,4,35,M,administrator,28018,Cyrano de Bergerac (1990),01/01/1990
298,58,4,44,M,executive,1581,Quiz Show (1994),01/01/1994
388,301,4,31,M,other,36106,In & Out (1997),19/09/1997
191,300,4,33,M,administrator,95161,Air Force One (1997),01/01/1997
399,188,4,25,M,other,92374,Full Metal Jacket (1987),01/01/1987
378,210,4,35,M,student,2859,Indiana Jones and the Last Crusade (1989),01/01/1989
56,550,4,25,M,librarian,46260,Die Hard: With a Vengeance (1995),01/01/1995
184,381,4,37,M,librarian,76013,Muriel's Wedding (1994),01/01/1994
99,315,4,20,M,student,63129,Apt Pupil (1998),23/10/1998
221,7,4,19,M,student,20685,Twelve Monkeys (1995),01/01/1995
94,111,4,26,M,student,71457,"Truth About Cats & Dogs, The (1996)",26/04/1996
394,101,4,25,M,administrator,96819,Heavy Metal (1981),08/03/1981
383,100,4,42,M,administrator,75204,Fargo (1996),14/02/1997
334,428,4,32,M,librarian,30002,Harold and Maude (1971),01/01/1971
378,385,4,35,M,student,2859,True Lies (1994),01/01/1994
95,491,4,31,M,administrator,10707,"Adventures of Robin Hood, The (1938)",01/01/1938
416,93,4,20,F,student,92626,Welcome to the Dollhouse (1995),24/05/1996
457,219,4,33,F,salesman,30011,"Nightmare on Elm Street, A (1984)",01/01/1984
271,523,4,51,M,engineer,22932,Cool Hand Luke (1967),01/01/1967
330,99,4,35,F,educator,33884,Snow White and the Seven Dwarfs (1937),01/01/1937
314,423,4,20,F,student,8043,E.T. the Extra-Terrestrial (1982),01/01/1982
468,23,4,28,M,engineer,2341,Taxi Driver (1976),16/02/1996
393,1468,4,19,M,student,83686,"Cure, The (1995)",01/01/1995
503,194,4,50,F,writer,27514,"Sting, The (1973)",01/01/1973
303,11,4,19,M,student,14853,Seven (Se7en) (1995),01/01/1995
292,523,4,35,F,programmer,94703,Cool Hand Luke (1967),01/01/1967
264,1355,4,36,F,writer,90064,Infinity (1996),04/10/1996
474,293,4,51,M,executive,93711,Donnie Brasco (1997),28/02/1997
22,431,4,25,M,writer,40206,Highlander (1986),01/01/1986
63,333,4,31,M,marketing,75240,"Game, The (1997)",01/01/1997
508,238,4,27,M,marketing,19382,Raising Arizona (1987),01/01/1987
2,276,4,53,F,other,94043,Leaving Las Vegas (1995),01/01/1995
436,504,4,30,F,administrator,17345,Bonnie and Clyde (1967),01/01/1967
511,346,4,22,M,student,21250,Jackie Brown (1997),01/01/1997
450,1020,4,35,F,educator,11758,Gaslight (1944),01/01/1944
504,72,4,40,F,writer,92115,"Mask, The (1994)",01/01/1994
514,15,4,27,M,programmer,20707,Mr. Holland's Opus (1995),29/01/1996
6,461,4,42,M,executive,98101,Smoke (1995),01/01/1995
315,173,4,31,M,educator,18301,"Princess Bride, The (1987)",01/01/1987
457,57,4,33,F,salesman,30011,Priest (1994),01/01/1994
498,187,4,26,M,writer,55408,"Godfather: Part II, The (1974)",01/01/1974
23,588,4,30,F,artist,48197,Beauty and the Beast (1991),01/01/1991
60,494,4,50,M,healthcare,6472,His Girl Friday (1940),01/01/1940
399,97,4,25,M,other,92374,Dances with Wolves (1990),01/01/1990
489,310,4,55,M,other,45218,"Rainmaker, The (1997)",01/01/1997
504,678,4,40,F,writer,92115,Volcano (1997),25/04/1997
417,774,4,27,F,other,48103,"Prophecy, The (1995)",01/01/1995
244,215,4,28,M,technician,80525,Field of Dreams (1989),01/01/1989
70,24,4,27,M,engineer,60067,Rumble in the Bronx (1995),23/02/1996
87,866,4,47,M,administrator,89503,Michael (1996),25/12/1996
404,739,4,29,F,programmer,55108,Pretty Woman (1990),01/01/1990
504,1263,4,40,F,writer,92115,Foxfire (1996),23/08/1996
267,732,4,23,M,engineer,83716,Dave (1993),01/01/1993
85,205,4,51,M,educator,20003,Patton (1970),01/01/1970
165,270,4,20,F,other,53715,Gattaca (1997),01/01/1997
484,560,4,27,M,student,21208,"Kid in King Arthur's Court, A (1995)",01/01/1995
372,129,4,25,F,student,66046,Bound (1996),04/10/1996
347,432,4,18,M,student,90210,Fantasia (1940),01/01/1940
445,209,4,21,M,writer,92653,This Is Spinal Tap (1984),01/01/1984
467,257,4,29,M,engineer,91201,Men in Black (1997),04/07/1997
307,56,4,25,M,student,55454,Pulp Fiction (1994),01/01/1994
83,69,4,40,M,other,44133,Forrest Gump (1994),01/01/1994
262,451,4,19,F,student,78264,Grease (1978),01/01/1978
480,615,4,57,M,retired,98257,"39 Steps, The (1935)",01/01/1935
330,94,4,35,F,educator,33884,Home Alone (1990),01/01/1990
457,66,4,33,F,salesman,30011,While You Were Sleeping (1995),01/01/1995
83,233,4,40,M,other,44133,Under Siege (1992),01/01/1992
256,785,4,35,F,none,39042,Only You (1994),01/01/1994
435,86,4,24,M,engineer,60007,"Remains of the Day, The (1993)",01/01/1993
504,581,4,40,F,writer,92115,Kalifornia (1993),01/01/1993
83,15,4,40,M,other,44133,Mr. Holland's Opus (1995),29/01/1996
321,48,4,49,F,educator,55413,Hoop Dreams (1994),01/01/1994
11,508,4,39,F,other,30329,"People vs. Larry Flynt, The (1996)",27/12/1996
263,202,4,41,M,programmer,55346,Groundhog Day (1993),01/01/1993
438,181,4,51,F,administrator,43204,Return of the Jedi (1983),14/03/1997
7,187,4,57,M,administrator,91344,"Godfather: Part II, The (1974)",01/01/1974
506,229,4,46,M,programmer,3869,Star Trek III: The Search for Spock (1984),01/01/1984
276,526,4,21,M,student,95064,Ben-Hur (1959),01/01/1959
413,236,4,55,M,educator,78212,Citizen Ruth (1996),13/12/1996
415,754,4,39,M,educator,85711,Red Corner (1997),01/01/1997
301,132,4,24,M,student,55439,"Wizard of Oz, The (1939)",01/01/1939
11,79,4,39,F,other,30329,"Fugitive, The (1993)",01/01/1993
210,517,4,39,M,engineer,3060,Manhattan (1979),01/01/1979
177,92,4,20,M,programmer,19104,True Romance (1993),01/01/1993
119,332,4,32,M,programmer,67401,Kiss the Girls (1997),01/01/1997
428,331,4,28,M,student,55414,"Edge, The (1997)",26/09/1997
469,153,4,60,M,educator,78628,"Fish Called Wanda, A (1988)",01/01/1988
436,642,4,30,F,administrator,17345,"Grifters, The (1990)",01/01/1990
438,118,4,51,F,administrator,43204,Twister (1996),10/05/1996
76,7,4,20,M,student,2215,Twelve Monkeys (1995),01/01/1995
121,165,4,54,M,librarian,99603,Jean de Florette (1986),01/01/1986
346,1135,4,34,M,other,76059,"Doors, The (1991)",01/01/1991
425,68,4,19,M,student,58644,"Crow, The (1994)",01/01/1994
308,276,4,60,M,retired,95076,Leaving Las Vegas (1995),01/01/1995
191,900,4,33,M,administrator,95161,Kundun (1997),25/12/1997
210,568,4,39,M,engineer,3060,Speed (1994),01/01/1994
94,187,4,26,M,student,71457,"Godfather: Part II, The (1974)",01/01/1974
497,382,4,20,M,student,50112,"Adventures of Priscilla, Queen of the Desert, The (1994)",01/01/1994
500,469,4,28,M,administrator,94305,Short Cuts (1993),01/01/1993
214,127,4,26,F,librarian,11231,"Godfather, The (1972)",01/01/1972
375,288,4,17,M,entertainment,37777,Scream (1996),20/12/1996
215,271,4,35,M,programmer,63033,Starship Troopers (1997),01/01/1997
506,465,4,46,M,programmer,3869,"Jungle Book, The (1994)",01/01/1994
505,245,4,27,F,other,20657,"Devil's Own, The (1997)",26/03/1997
149,302,4,35,F,marketing,17325,L.A. Confidential (1997),01/01/1997
442,42,4,22,M,student,85282,Clerks (1994),01/01/1994
184,945,4,37,M,librarian,76013,Charade (1963),01/01/1963
468,13,4,28,M,engineer,2341,Mighty Aphrodite (1995),30/10/1995
437,747,4,27,F,other,20009,Benny & Joon (1993),01/01/1993
271,77,4,51,M,engineer,22932,"Firm, The (1993)",01/01/1993
60,435,4,50,M,healthcare,6472,Butch Cassidy and the Sundance Kid (1969),01/01/1969
378,732,4,35,M,student,2859,Dave (1993),01/01/1993
274,866,4,20,F,student,55414,Michael (1996),25/12/1996
70,8,4,27,M,engineer,60067,Babe (1995),01/01/1995
145,363,4,31,M,entertainment,V3N4P,Sudden Death (1995),01/01/1995
361,639,4,22,M,student,44074,"Tin Drum, The (Blechtrommel, Die) (1979)",01/01/1979
409,153,4,48,M,administrator,98225,"Fish Called Wanda, A (1988)",01/01/1988
478,188,4,29,M,other,10019,Full Metal Jacket (1987),01/01/1987
469,605,4,60,M,educator,78628,Meet Me in St. Louis (1944),01/01/1944
395,231,4,43,M,other,44092,Batman Returns (1992),01/01/1992
343,42,4,43,M,engineer,30093,Clerks (1994),01/01/1994
363,293,4,20,M,student,87501,Donnie Brasco (1997),28/02/1997
59,770,4,49,M,educator,8403,Devil in a Blue Dress (1995),01/01/1995
496,318,4,21,F,student,55414,Schindler's List (1993),01/01/1993
182,111,4,36,M,programmer,33884,"Truth About Cats & Dogs, The (1996)",26/04/1996
64,511,4,32,M,educator,43202,Lawrence of Arabia (1962),01/01/1962
276,343,4,21,M,student,95064,Alien: Resurrection (1997),01/01/1997
305,971,4,23,M,programmer,94086,Mediterraneo (1991),01/01/1991
466,546,4,22,M,student,90804,Broken Arrow (1996),09/02/1996
321,153,4,49,F,educator,55413,"Fish Called Wanda, A (1988)",01/01/1988
387,277,4,33,M,entertainment,37412,Restoration (1995),01/01/1995
268,226,4,24,M,engineer,19422,Die Hard 2 (1990),01/01/1990
59,210,4,49,M,educator,8403,Indiana Jones and the Last Crusade (1989),01/01/1989
474,1009,4,51,M,executive,93711,Stealing Beauty (1996),14/06/1996
308,1411,4,60,M,retired,95076,Barbarella (1968),01/01/1968
470,546,4,24,M,programmer,10021,Broken Arrow (1996),09/02/1996
406,632,4,52,M,educator,93109,Sophie's Choice (1982),01/01/1982
417,293,4,27,F,other,48103,Donnie Brasco (1997),28/02/1997
342,423,4,25,F,other,98006,E.T. the Extra-Terrestrial (1982),01/01/1982
385,175,4,36,M,writer,10003,Brazil (1985),01/01/1985
314,996,4,20,F,student,8043,"Big Green, The (1995)",01/01/1995
5,183,4,33,F,other,15213,Alien (1979),01/01/1979
487,710,4,22,M,engineer,92121,Better Off Dead... (1985),01/01/1985
474,117,4,51,M,executive,93711,"Rock, The (1996)",07/06/1996
58,310,4,27,M,programmer,52246,"Rainmaker, The (1997)",01/01/1997
66,248,4,23,M,student,80521,Grosse Pointe Blank (1997),11/04/1997
13,679,4,47,M,educator,29206,Conan the Barbarian (1981),01/01/1981
23,530,4,30,F,artist,48197,"Man Who Would Be King, The (1975)",01/01/1975
450,1050,4,35,F,educator,11758,"Ghost and Mrs. Muir, The (1947)",01/01/1947
450,94,4,35,F,educator,11758,Home Alone (1990),01/01/1990
468,258,4,28,M,engineer,2341,Contact (1997),11/07/1997
498,474,4,26,M,writer,55408,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01/01/1963
479,640,4,30,M,educator,55409,"Cook the Thief His Wife & Her Lover, The (1989)",01/01/1989
512,265,4,29,M,other,20090,"Hunt for Red October, The (1990)",01/01/1990
235,83,4,37,M,educator,22973,Much Ado About Nothing (1993),01/01/1993
405,98,4,22,F,healthcare,10019,"Silence of the Lambs, The (1991)",01/01/1991
206,748,4,14,F,student,53115,"Saint, The (1997)",14/03/1997
388,682,4,31,M,other,36106,I Know What You Did Last Summer (1997),17/10/1997
210,327,4,39,M,engineer,3060,Cop Land (1997),01/01/1997
66,508,4,23,M,student,80521,"People vs. Larry Flynt, The (1996)",27/12/1996
269,582,4,31,F,librarian,43201,"Piano, The (1993)",01/01/1993
62,512,4,27,F,administrator,97214,Wings of Desire (1987),01/01/1987
290,496,4,40,M,engineer,93550,It's a Wonderful Life (1946),01/01/1946
416,790,4,20,F,student,92626,Tommy Boy (1995),01/01/1995
45,820,4,29,M,programmer,50233,Space Jam (1996),15/11/1996
356,347,4,32,F,homemaker,92688,Wag the Dog (1997),09/01/1998
82,284,4,50,M,programmer,22902,Tin Cup (1996),16/08/1996
451,270,4,16,M,student,48446,Gattaca (1997),01/01/1997
515,362,4,53,M,marketing,49508,Blues Brothers 2000 (1998),06/02/1998
18,519,4,35,F,other,37212,"Treasure of the Sierra Madre, The (1948)",01/01/1948
500,116,4,28,M,administrator,94305,Cold Comfort Farm (1995),23/04/1996
295,161,4,31,M,educator,50325,Top Gun (1986),01/01/1986
398,88,4,40,M,other,60008,Sleepless in Seattle (1993),01/01/1993
291,655,4,19,M,student,44106,Stand by Me (1986),01/01/1986
233,14,4,38,M,engineer,98682,"Postino, Il (1994)",01/01/1994
119,56,4,32,M,programmer,67401,Pulp Fiction (1994),01/01/1994
244,521,4,28,M,technician,80525,"Deer Hunter, The (1978)",01/01/1978
435,792,4,24,M,engineer,60007,Bullets Over Broadway (1994),01/01/1994
203,815,4,25,F,student,32301,One Fine Day (1996),30/11/1996
413,284,4,55,M,educator,78212,Tin Cup (1996),16/08/1996
249,423,4,25,M,student,84103,E.T. the Extra-Terrestrial (1982),01/01/1982
327,475,4,22,M,student,11101,Trainspotting (1996),19/07/1996
456,1267,4,24,M,technician,31820,Clockers (1995),01/01/1995
5,29,4,33,F,other,15213,Batman Forever (1995),01/01/1995
450,629,4,35,F,educator,11758,Victor/Victoria (1982),01/01/1982
454,258,4,57,M,other,97330,Contact (1997),11/07/1997
73,32,4,24,M,student,41850,Crumb (1994),01/01/1994
456,57,4,24,M,technician,31820,Priest (1994),01/01/1994
506,385,4,46,M,programmer,3869,True Lies (1994),01/01/1994
13,529,4,47,M,educator,29206,My Life as a Dog (Mitt liv som hund) (1985),01/01/1985
360,515,4,51,M,other,98027,"Boot, Das (1981)",04/04/1997
400,749,4,33,F,administrator,78213,"MatchMaker, The (1997)",01/01/1997
478,48,4,29,M,other,10019,Hoop Dreams (1994),01/01/1994
417,70,4,27,F,other,48103,Four Weddings and a Funeral (1994),01/01/1994
43,231,4,29,F,librarian,20854,Batman Returns (1992),01/01/1992
43,196,4,29,F,librarian,20854,Dead Poets Society (1989),01/01/1989
327,190,4,22,M,student,11101,Henry V (1989),01/01/1989
78,257,4,26,M,administrator,61801,Men in Black (1997),04/07/1997
156,651,4,25,M,educator,8360,Glory (1989),01/01/1989
378,501,4,35,M,student,2859,Dumbo (1941),01/01/1941
429,124,4,27,M,student,29205,Lone Star (1996),21/06/1996
291,33,4,19,M,student,44106,Desperado (1995),01/01/1995
415,479,4,39,M,educator,85711,Vertigo (1958),01/01/1958
250,988,4,29,M,executive,95110,"Beautician and the Beast, The (1997)",07/02/1997
198,1,4,21,F,student,55414,Toy Story (1995),01/01/1995
512,23,4,29,M,other,20090,Taxi Driver (1976),16/02/1996
144,1065,4,53,M,programmer,20910,Koyaanisqatsi (1983),01/01/1983
276,691,4,21,M,student,95064,Dark City (1998),09/01/1998
293,462,4,24,M,writer,60804,Like Water For Chocolate (Como agua para chocolate) (1992),01/01/1992
321,480,4,49,F,educator,55413,North by Northwest (1959),01/01/1959
379,649,4,44,M,programmer,98117,Once Upon a Time in America (1984),01/01/1984
95,70,4,31,M,administrator,10707,Four Weddings and a Funeral (1994),01/01/1994
457,229,4,33,F,salesman,30011,Star Trek III: The Search for Spock (1984),01/01/1984
515,313,4,53,M,marketing,49508,Titanic (1997),01/01/1997
497,258,4,20,M,student,50112,Contact (1997),11/07/1997
325,186,4,48,M,technician,2139,"Blues Brothers, The (1980)",01/01/1980
309,319,4,40,M,scientist,70802,Everyone Says I Love You (1996),06/12/1996
116,511,4,40,M,healthcare,97232,Lawrence of Arabia (1962),01/01/1962
85,194,4,51,M,educator,20003,"Sting, The (1973)",01/01/1973
477,15,4,23,F,student,2125,Mr. Holland's Opus (1995),29/01/1996
268,324,4,24,M,engineer,19422,Lost Highway (1997),21/02/1997
407,519,4,29,M,engineer,3261,"Treasure of the Sierra Madre, The (1948)",01/01/1948
94,268,4,26,M,student,71457,Chasing Amy (1997),01/01/1997
406,276,4,52,M,educator,93109,Leaving Las Vegas (1995),01/01/1995
92,218,4,32,M,entertainment,80525,Cape Fear (1991),01/01/1991
416,331,4,20,F,student,92626,"Edge, The (1997)",26/09/1997
249,741,4,25,M,student,84103,"Last Supper, The (1995)",05/04/1996
303,258,4,19,M,student,14853,Contact (1997),11/07/1997
437,211,4,27,F,other,20009,M*A*S*H (1970),01/01/1970
416,845,4,20,F,student,92626,That Thing You Do! (1996),28/09/1996
495,451,4,29,M,engineer,3052,Grease (1978),01/01/1978
301,447,4,24,M,student,55439,Carrie (1976),01/01/1976
26,246,4,49,M,engineer,21044,Chasing Amy (1997),01/01/1997
296,79,4,43,F,administrator,16803,"Fugitive, The (1993)",01/01/1993
451,332,4,16,M,student,48446,Kiss the Girls (1997),01/01/1997
455,204,4,48,M,administrator,83709,Back to the Future (1985),01/01/1985
385,1066,4,36,M,writer,10003,Balto (1995),01/01/1995
428,896,4,28,M,student,55414,"Sweet Hereafter, The (1997)",01/01/1997
468,285,4,28,M,engineer,2341,Secrets & Lies (1996),04/10/1996
56,399,4,25,M,librarian,46260,"Three Musketeers, The (1993)",01/01/1993
371,627,4,36,M,engineer,99206,Robin Hood: Prince of Thieves (1991),01/01/1991
393,376,4,19,M,student,83686,Houseguest (1994),01/01/1994
308,558,4,60,M,retired,95076,Heavenly Creatures (1994),01/01/1994
178,685,4,26,M,other,49512,Executive Decision (1996),09/03/1996
224,326,4,31,F,educator,43512,G.I. Jane (1997),01/01/1997
89,240,4,43,F,administrator,68106,Beavis and Butt-head Do America (1996),20/12/1996
409,483,4,48,M,administrator,98225,Casablanca (1942),01/01/1942
6,410,4,42,M,executive,98101,Kingpin (1996),12/07/1996
461,313,4,15,M,student,98102,Titanic (1997),01/01/1997
518,1047,4,49,F,writer,99709,Multiplicity (1996),12/07/1996
494,237,4,38,F,administrator,49428,Jerry Maguire (1996),13/12/1996
499,215,4,42,M,programmer,75006,Field of Dreams (1989),01/01/1989
387,91,4,33,M,entertainment,37412,"Nightmare Before Christmas, The (1993)",01/01/1993
500,30,4,28,M,administrator,94305,Belle de jour (1967),01/01/1967
177,11,4,20,M,programmer,19104,Seven (Se7en) (1995),01/01/1995
326,64,4,41,M,administrator,15235,"Shawshank Redemption, The (1994)",01/01/1994
90,972,4,60,M,educator,78155,Passion Fish (1992),01/01/1992
17,137,4,30,M,programmer,6355,Big Night (1996),20/09/1996
450,225,4,35,F,educator,11758,101 Dalmatians (1996),27/11/1996
381,847,4,33,M,artist,94608,Looking for Richard (1996),11/10/1996
201,956,4,27,M,writer,E2A4H,Nobody's Fool (1994),01/01/1994
436,125,4,30,F,administrator,17345,Phenomenon (1996),29/06/1996
91,135,4,55,M,marketing,1913,2001: A Space Odyssey (1968),01/01/1968
358,558,4,40,M,educator,10022,Heavenly Creatures (1994),01/01/1994
312,176,4,48,M,other,2110,Aliens (1986),01/01/1986
326,511,4,41,M,administrator,15235,Lawrence of Arabia (1962),01/01/1962
301,502,4,24,M,student,55439,Bananas (1971),01/01/1971
331,735,4,33,M,entertainment,91344,Philadelphia (1993),01/01/1993
472,365,4,24,M,student,87544,Powder (1995),01/01/1995
303,137,4,19,M,student,14853,Big Night (1996),20/09/1996
363,531,4,20,M,student,87501,Shine (1996),22/11/1996
447,117,4,30,M,administrator,55113,"Rock, The (1996)",07/06/1996
145,23,4,31,M,entertainment,V3N4P,Taxi Driver (1976),16/02/1996
333,513,4,47,M,other,V0R2M,"Third Man, The (1949)",01/01/1949
103,301,4,26,M,student,55108,In & Out (1997),19/09/1997
326,651,4,41,M,administrator,15235,Glory (1989),01/01/1989
271,286,4,51,M,engineer,22932,"English Patient, The (1996)",15/11/1996
